No,Latitude,Longitude  
1,25.16333333,121.3883333
2,25.15866667,121.3833333
3,25.153,121.3688333
4,25.153,121.3515
5,25.16666667,121.3396667
6,25.258,121.2548333
7,26.33333333,121.7166667
8,27.5,122.0833333
9,29.06666667,122.525
10,29.7,122.4
11,29.73916667,122.3316667
12,29.76343333,122.29925
13,29.81083333,122.2375
14,29.83616667,122.2133333
15,29.925,122.1633333
16,29.925,122.03
17,29.975,121.975
18,29.95,121.9
19,29.94666667,121.835
