No,Latitude,Longitude  ,,,
1,44.44683333,12.2437,,,
2,44.46416667,12.252,,,
3,44.47366667,12.2585,,,
4,44.4915,12.2755,,,
5,44.494,12.29183333,,,
6,44.49946667,12.35055,,,
7,44.49916667,12.39666667,,,
8,44.43,12.74333333,,,
9,43.90833333,13.81166667,,,
10,43.725,13.66666667,,,
11,43.64166667,13.49333333,,,
12,43.63433333,13.489,,,
13,43.6305,13.48783333,,,
14,43.6285,13.49416667,,,
15,43.62566667,13.49166667,,,
16,43.62566667,13.49666667,,,
