1,36.02,120.3316667,,
2,35.98333333,120.5183333,,
3,35.93333333,120.7733333,,
4,35.54166667,120.9916667,,
5,34.36666667,122.4166667,,
6,31.5,123.4166667,,
7,30,123.25,,
8,27,121.7958333,,
9,25.09,120.9566667,,
10,23.61666667,119.9166667,,
11,23.05,119.9166667,,
12,22.52583333,120.2216667,,
13,22.53926667,120.2648167,,
,,,,
